case_id,age,monthly_income,work_years,existing_debt,overdue_count,asset_proof_count,amount,term_months,purpose,debt_income_ratio,ground_truth_risk
CASE_0647,32,3055.33,2,24748.2,0,2,4583,30,furniture equipment,0.675,LOW
CASE_0648,26,2310.0,2,3742.2,0,3,1386,12,new car,0.135,HIGH
CASE_0649,38,1800.0,5,3598.6,0,0,947,24,new car,0.1666,HIGH
CASE_0650,40,1900.0,2,2599.2,0,1,684,12,education,0.114,HIGH
CASE_0651,50,5191.67,5,28408.8,0,0,7476,48,education,0.456,LOW
CASE_0652,37,5338.89,2,7303.6,0,2,1922,12,furniture equipment,0.114,HIGH
CASE_0653,45,3198.61,8,8751.4,0,2,2303,24,new car,0.228,HIGH
CASE_0654,42,4492.22,8,87328.8,1,2,8086,36,new car,1.62,HIGH
CASE_0655,35,3258.33,5,17829.6,2,1,2346,24,used car,0.456,LOW
CASE_0656,22,4864.9,0,8541.95,0,0,3973,14,new car,0.1463,LOW
CASE_0657,41,2466.67,8,3374.4,0,1,888,12,new car,0.114,HIGH
CASE_0658,37,7098.61,5,38843.6,0,2,10222,48,radio television,0.456,LOW
CASE_0659,28,2814.0,2,22793.4,0,1,4221,30,business,0.675,LOW
CASE_0660,41,7067.78,8,17174.7,2,0,6361,18,furniture equipment,0.2025,LOW
CASE_0661,23,2947.73,2,4215.25,0,2,1297,12,radio television,0.1192,LOW
CASE_0662,23,2500.0,2,3420.0,0,2,900,12,new car,0.114,HIGH
CASE_0663,50,3557.14,8,17031.6,0,2,2241,21,furniture equipment,0.399,LOW
CASE_0664,35,5833.33,0,7980.0,1,2,1050,6,furniture equipment,0.114,LOW
CASE_0665,50,3490.0,2,2826.9,2,2,1047,6,education,0.0675,LOW
CASE_0666,27,8769.44,0,47986.4,2,0,6314,24,others,0.456,LOW
CASE_0667,34,3884.44,2,13284.8,0,3,3496,30,furniture equipment,0.285,LOW
CASE_0668,27,1800.0,2,7759.35,0,2,3609,48,business,0.3592,LOW
CASE_0669,43,11006.82,8,31479.5,2,2,4843,12,new car,0.2383,HIGH
CASE_0670,47,3352.22,8,11464.6,2,2,3017,30,radio television,0.285,LOW
CASE_0671,27,4703.41,2,26903.5,2,3,4139,24,business,0.4767,LOW
CASE_0672,31,3190.0,5,31006.8,0,2,5742,36,business,0.81,LOW
CASE_0673,42,3455.33,8,27988.2,0,2,10366,60,new car,0.675,LOW
CASE_0674,24,5942.86,2,4472.0,2,2,2080,6,new car,0.0627,LOW
CASE_0675,41,4095.24,0.5,9804.0,1,3,2580,21,business,0.1995,HIGH
CASE_0676,26,5033.33,5,17214.0,2,1,4530,30,radio television,0.285,LOW
CASE_0677,33,7152.78,8,19570.0,2,1,5150,24,furniture equipment,0.228,LOW
CASE_0678,24,1800.0,2,15106.5,0,2,5595,72,radio television,0.6994,HIGH
CASE_0679,64,3311.11,8,9059.2,0,2,2384,24,radio television,0.228,LOW
CASE_0680,26,2201.52,0.5,4722.25,0,2,1453,18,radio television,0.1787,LOW
CASE_0681,56,4394.29,0.5,3306.7,0,0,1538,6,education,0.0627,LOW
CASE_0682,37,6330.56,2,8660.2,0,1,2279,12,radio television,0.114,LOW
CASE_0683,33,3284.44,2,11232.8,1,2,1478,15,radio television,0.285,LOW
CASE_0684,47,5798.86,0.5,49754.25,2,0,5103,24,radio television,0.715,LOW
CASE_0685,31,4693.81,5,42385.1,1,3,9857,36,business,0.7525,LOW
CASE_0686,34,3626.11,2,24802.6,0,1,6527,60,new car,0.57,LOW
CASE_0687,27,4490.0,5,10237.2,2,3,1347,10,radio television,0.19,LOW
CASE_0688,30,2650.0,8,10875.6,1,1,2862,36,new car,0.342,LOW
CASE_0689,35,8342.42,8,8947.25,0,2,2753,9,radio television,0.0894,LOW
CASE_0690,31,5215.71,2,7849.65,0,4,3651,12,new car,0.1254,LOW
CASE_0691,25,1800.0,2,5265.0,2,2,975,15,furniture equipment,0.2437,LOW
CASE_0692,25,4783.64,2,8550.75,0,3,2631,15,repairs,0.149,LOW
CASE_0693,29,2413.33,0.5,7819.2,0,2,2896,24,radio television,0.27,LOW
CASE_0694,44,13474.29,0.5,20278.8,2,3,4716,6,new car,0.1254,LOW
CASE_0695,28,3172.22,5,8679.2,0,1,2284,24,radio television,0.228,LOW
CASE_0696,50,4120.0,2,3337.2,0,3,1236,6,used car,0.0675,LOW
CASE_0697,29,3063.89,5,8382.8,0,2,1103,12,radio television,0.228,LOW
CASE_0698,38,1800.0,0,1990.9,2,2,926,12,new car,0.0922,LOW
CASE_0699,24,3333.33,2,13680.0,2,1,1800,18,radio television,0.342,LOW
CASE_0700,40,4233.33,8,7239.0,0,1,1905,15,education,0.1425,LOW
CASE_0701,29,3119.44,2,4267.4,0,2,1123,12,furniture equipment,0.114,HIGH
CASE_0702,46,4396.53,8,48115.6,2,0,6331,48,used car,0.912,HIGH
CASE_0703,47,1912.5,8,5232.6,0,1,1377,24,radio television,0.228,LOW
CASE_0704,41,2781.11,8,19022.8,1,3,2503,30,business,0.57,LOW
CASE_0705,32,3120.99,0.5,9606.4,0,2,2528,27,business,0.2565,LOW
CASE_0706,35,6084.57,8,11446.6,0,1,5324,15,new car,0.1568,LOW
CASE_0707,24,3727.27,5,21320.0,0,3,6560,48,new car,0.4767,HIGH
CASE_0708,25,8247.22,0.5,22564.4,0,2,2969,12,furniture equipment,0.228,HIGH
CASE_0709,25,4466.67,8,4582.8,0,2,1206,9,radio television,0.0855,LOW
CASE_0710,37,4706.67,2,5718.6,0,2,2118,9,radio television,0.1012,LOW
CASE_0711,32,1800.0,8,4780.4,2,3,629,18,radio television,0.2213,LOW
CASE_0712,35,6655.56,8,4552.4,0,0,1198,6,education,0.057,HIGH
CASE_0713,46,3930.16,8,9408.8,0,3,2476,21,used car,0.1995,LOW
CASE_0714,25,4214.81,2,8648.8,2,2,1138,9,radio television,0.171,LOW
CASE_0715,27,7792.78,5,53302.6,0,0,14027,60,new car,0.57,HIGH
CASE_0716,63,4340.57,8,32662.8,2,2,7596,30,used car,0.6271,LOW
CASE_0717,40,2797.27,8,20000.5,2,2,3077,30,radio television,0.5958,LOW
CASE_0718,32,2787.04,2,5719.0,0,0,1505,18,radio television,0.171,LOW
CASE_0719,31,3577.27,2,20462.0,2,2,3148,24,radio television,0.4767,LOW
CASE_0720,31,8383.64,8,39962.0,0,2,6148,20,used car,0.3972,LOW
CASE_0721,34,4951.85,0.5,10161.2,0,1,1337,9,radio television,0.171,HIGH
CASE_0722,24,2405.56,0.5,1645.4,0,4,433,6,education,0.057,HIGH
CASE_0723,24,3411.11,2,4666.4,0,2,1228,12,new car,0.114,HIGH
CASE_0724,66,2925.93,2,3002.0,0,3,790,9,radio television,0.0855,LOW
CASE_0725,21,2595.96,2,8352.5,0,2,2570,27,new car,0.2681,HIGH
CASE_0726,41,1800.0,2,1350.0,2,4,250,6,new car,0.0625,LOW
CASE_0727,47,1800.0,2,7106.4,2,3,1316,15,radio television,0.329,LOW
CASE_0728,25,3485.19,2,14303.2,0,1,1882,18,radio television,0.342,HIGH
CASE_0729,59,4455.56,8,24380.8,0,0,6416,48,business,0.456,HIGH
CASE_0730,36,1800.0,2,6885.0,2,4,1275,24,business,0.3187,LOW
CASE_0731,33,4573.57,0.5,13766.45,1,1,6403,24,radio television,0.2508,LOW
CASE_0732,21,1800.0,2,5364.9,0,2,1987,24,radio television,0.2484,HIGH
CASE_0733,44,3166.67,5,2888.0,0,2,760,8,radio television,0.076,LOW
CASE_0734,28,2169.17,2,7028.1,0,3,2603,24,used car,0.27,LOW
CASE_0735,37,14485.71,5,7267.0,2,2,3380,4,new car,0.0418,LOW
CASE_0736,29,3022.73,0.5,12967.5,0,1,3990,36,domestic appliances,0.3575,LOW
CASE_0737,23,8257.14,2,49708.0,0,1,11560,24,used car,0.5017,HIGH
CASE_0738,35,6636.36,2,14235.0,0,2,4380,18,new car,0.1788,LOW
CASE_0739,45,19317.14,5,29072.3,2,0,6761,6,new car,0.1254,LOW
CASE_0740,26,4755.56,2,32528.0,0,2,4280,30,business,0.57,HIGH
CASE_0741,32,1937.5,5,6277.5,0,2,2325,24,new car,0.27,LOW
CASE_0742,23,3493.33,2,3982.4,0,2,1048,10,radio television,0.095,LOW
CASE_0743,41,5015.87,8,12008.0,0,3,3160,21,radio television,0.1995,LOW
CASE_0744,22,3448.61,2,9435.4,0,3,2483,24,furniture equipment,0.228,LOW
CASE_0745,30,12118.8,5,107760.4,2,3,14179,39,furniture equipment,0.741,LOW
CASE_0746,28,3769.93,0.5,11680.5,2,2,1797,13,business,0.2582,LOW
CASE_0747,23,2869.71,0,5398.65,0,1,2511,15,new car,0.1568,LOW
CASE_0748,37,2895.45,0.5,4140.5,0,2,1274,12,new car,0.1192,HIGH
CASE_0749,26,4284.08,2,11283.2,0,2,5248,21,used car,0.2195,LOW
CASE_0750,33,4038.67,5,8178.3,0,1,3029,15,used car,0.1687,LOW
CASE_0751,49,1800.0,8,1155.6,0,2,428,6,furniture equipment,0.0535,LOW
CASE_0752,23,1800.0,0.5,2098.4,0,1,976,18,new car,0.0971,HIGH
CASE_0753,23,1800.0,5,2270.7,0,3,841,12,business,0.1051,LOW
CASE_0754,25,6412.22,5,43859.6,2,1,5771,30,radio television,0.57,LOW
CASE_0755,55,4319.44,8,11818.0,1,2,1555,12,repairs,0.228,HIGH
CASE_0756,32,1800.0,5,4883.0,0,1,1285,24,new car,0.2261,HIGH
CASE_0757,74,3711.43,2,8378.55,2,2,1299,6,new car,0.1881,LOW
CASE_0758,39,2310.91,2,8261.5,2,1,1271,15,radio television,0.2979,HIGH
CASE_0759,31,1800.0,2,3761.1,0,2,1393,24,new car,0.1741,LOW
CASE_0760,35,1919.44,8,5251.6,2,2,691,12,new car,0.228,HIGH
CASE_0761,59,5765.71,8,10846.75,2,2,5045,15,new car,0.1568,LOW
CASE_0762,24,3933.33,2,16142.4,2,2,2124,18,furniture equipment,0.342,HIGH
CASE_0763,24,6150.0,2,8413.2,0,2,2214,12,radio television,0.114,LOW
CASE_0764,30,20126.98,8,48184.0,2,1,12680,21,new car,0.1995,HIGH
CASE_0765,27,3420.83,5,18718.8,2,3,2463,24,new car,0.456,LOW
CASE_0766,40,2625.0,8,7507.5,0,2,1155,12,radio television,0.2383,LOW
CASE_0767,31,2072.0,0.5,8391.6,0,2,3108,30,furniture equipment,0.3375,HIGH
CASE_0768,31,4973.14,0.5,6237.15,0,3,2901,10,used car,0.1045,LOW
CASE_0769,28,5167.14,8,23329.65,2,1,3617,12,furniture equipment,0.3763,LOW
CASE_0770,63,2758.33,8,8937.0,2,2,1655,12,radio television,0.27,LOW
CASE_0771,26,2343.33,8,7592.4,0,3,2812,24,used car,0.27,LOW
CASE_0772,25,6109.85,2,52422.5,2,0,8065,36,education,0.715,HIGH
CASE_0773,36,2673.47,8,7041.25,2,1,3275,21,used car,0.2195,LOW
CASE_0774,52,3087.5,8,16894.8,2,3,2223,24,radio television,0.456,LOW
CASE_0775,66,2466.67,0,11988.0,2,1,1480,12,new car,0.405,LOW
CASE_0776,25,1904.17,2,5209.8,0,3,1371,24,new car,0.228,HIGH
CASE_0777,37,3273.15,5,26866.0,2,1,3535,36,new car,0.684,LOW
CASE_0778,25,6498.15,5,13334.2,0,2,3509,18,radio television,0.171,LOW
CASE_0779,38,5287.96,8,43403.6,2,3,5711,36,used car,0.684,LOW
CASE_0780,67,4302.22,0,10454.4,0,1,3872,18,repairs,0.2025,LOW
CASE_0781,25,2529.74,5,26638.2,2,2,4933,39,radio television,0.8775,HIGH
CASE_0782,60,2694.44,8,7372.0,2,4,1940,24,new car,0.228,LOW
CASE_0783,31,2350.0,2,3807.0,0,2,1410,12,retraining,0.135,LOW
CASE_0784,23,2322.22,0.5,3176.8,0,3,836,12,new car,0.114,HIGH
CASE_0785,60,5544.0,0,13906.2,0,3,6468,20,used car,0.209,LOW
CASE_0786,35,3594.44,2,7375.8,0,4,1941,18,business,0.171,LOW
CASE_0787,40,3316.12,8,8693.75,0,2,2675,22,radio television,0.2185,LOW
CASE_0788,38,1910.42,8,20907.6,2,2,2751,48,used car,0.912,LOW
CASE_0789,50,4322.22,8,23651.2,1,0,6224,48,education,0.456,HIGH
CASE_0790,27,4998.33,2,22792.4,2,0,5998,40,education,0.38,HIGH
CASE_0791,39,1800.0,8,3207.6,0,2,1188,21,business,0.1485,HIGH
CASE_0792,41,7173.86,8,20517.25,0,2,6313,24,used car,0.2383,LOW
CASE_0793,27,3488.57,2,5250.3,2,3,1221,6,furniture equipment,0.1254,LOW
CASE_0794,51,3286.36,8,9399.0,0,0,2892,24,furniture equipment,0.2383,LOW
CASE_0795,32,4252.78,8,11635.6,0,1,3062,24,furniture equipment,0.228,LOW
CASE_0796,22,5113.33,0.5,6212.7,0,3,2301,9,furniture equipment,0.1013,LOW
CASE_0797,51,7153.33,8,16148.65,0,3,7511,18,used car,0.1881,HIGH
CASE_0798,22,2096.67,0.5,6793.2,2,2,1258,12,furniture equipment,0.27,LOW
CASE_0799,54,1800.0,8,5449.2,1,2,717,24,new car,0.2523,LOW
CASE_0800,35,5737.04,0.5,5886.2,0,3,1549,9,new car,0.0855,LOW
CASE_0801,54,2218.06,8,12137.2,2,0,1597,24,education,0.456,LOW
CASE_0802,48,2719.7,8,11667.5,2,2,1795,18,radio television,0.3575,LOW
CASE_0803,24,3661.71,8,18369.6,2,2,4272,20,furniture equipment,0.4181,LOW
CASE_0804,35,2711.11,8,7417.6,2,2,976,12,radio television,0.228,LOW
CASE_0805,24,10674.29,0,16064.8,0,3,7472,12,new car,0.1254,LOW
CASE_0806,24,5150.56,5,25031.7,0,1,9271,36,new car,0.405,HIGH
CASE_0807,26,2681.82,0.5,1917.5,0,2,590,6,radio television,0.0596,LOW
CASE_0808,65,2583.33,8,14136.0,2,3,930,12,radio television,0.456,LOW
CASE_0809,55,3788.98,0,19958.45,0,0,9283,42,used car,0.439,LOW
CASE_0810,26,2370.67,0.5,9601.2,0,2,1778,15,new car,0.3375,HIGH
CASE_0811,26,3092.05,0.5,2947.75,0,2,907,8,business,0.0794,LOW
CASE_0812,28,2200.0,5,1573.0,0,2,484,6,radio television,0.0596,LOW
CASE_0813,24,8915.74,5,73180.4,2,1,9629,36,used car,0.684,HIGH
CASE_0814,54,1800.0,2,9915.75,0,1,3051,48,domestic appliances,0.4591,HIGH
CASE_0815,46,2729.86,5,14937.8,0,0,3931,48,new car,0.456,HIGH
CASE_0816,54,4128.89,2,20066.4,1,2,7432,36,new car,0.405,LOW
CASE_0817,62,3822.86,2,2876.7,0,3,1338,6,domestic appliances,0.0627,LOW
CASE_0818,24,4440.0,5,6682.2,2,1,1554,6,radio television,0.1254,LOW
CASE_0819,43,8809.44,0,42813.9,0,1,15857,36,others,0.405,LOW
CASE_0820,26,2490.74,2,5111.0,0,2,1345,18,radio television,0.171,HIGH
CASE_0821,27,2502.27,2,7156.5,0,2,1101,12,new car,0.2383,LOW
CASE_0822,24,6854.55,2,9802.0,0,1,3016,12,radio television,0.1192,LOW
CASE_0823,41,1800.0,8,7322.4,0,2,2712,36,furniture equipment,0.339,HIGH
CASE_0824,47,3045.83,8,5555.6,2,2,731,8,new car,0.152,LOW
CASE_0825,35,5727.27,0.5,24570.0,2,1,3780,18,furniture equipment,0.3575,LOW
CASE_0826,30,2542.86,8,12175.2,2,1,1602,21,new car,0.399,LOW
CASE_0827,33,3777.14,8,25580.7,2,2,3966,18,new car,0.5644,HIGH
CASE_0828,36,4627.78,2,22491.0,0,1,4165,18,business,0.405,HIGH
CASE_0829,47,6314.39,8,27088.75,0,1,8335,36,used car,0.3575,HIGH
CASE_0830,38,4639.58,2,25387.8,1,1,6681,48,business,0.456,LOW
CASE_0831,44,3298.61,2,18050.0,1,2,2375,24,business,0.456,LOW
CASE_0832,23,2251.85,0.5,4620.8,0,1,1216,18,new car,0.171,HIGH
CASE_0833,29,5251.56,8,63806.4,0,1,11816,45,business,1.0125,HIGH
CASE_0834,42,4236.67,8,13726.8,0,2,5084,24,radio television,0.27,LOW
CASE_0835,25,3102.67,0.5,6282.9,0,2,2327,15,radio television,0.1687,HIGH
CASE_0836,48,3005.56,2,8223.2,0,1,1082,12,new car,0.228,HIGH
CASE_0837,21,2461.11,2,3366.8,0,2,886,12,radio television,0.114,LOW
CASE_0838,23,2575.71,0.5,1292.15,0,2,601,4,furniture equipment,0.0418,LOW
CASE_0839,63,4106.94,8,22473.2,2,2,2957,24,used car,0.456,LOW
CASE_0840,46,3626.39,8,19843.6,2,2,2611,24,radio television,0.456,LOW
CASE_0841,29,4795.37,5,19680.2,0,2,5179,36,furniture equipment,0.342,HIGH
CASE_0842,28,3887.01,2,19454.5,1,2,2993,21,used car,0.4171,LOW
CASE_0843,23,3598.15,0.5,7383.4,0,2,1943,18,repairs,0.171,HIGH
CASE_0844,50,2165.28,5,5924.2,0,1,1559,24,business,0.228,LOW
CASE_0845,47,6337.04,8,39010.8,0,2,3422,18,furniture equipment,0.513,LOW
CASE_0846,35,3786.67,5,10735.2,0,2,3976,21,furniture equipment,0.2362,LOW
CASE_0847,68,7512.22,2,36509.4,0,2,6761,18,new car,0.405,HIGH
CASE_0848,28,1800.0,0.5,4746.2,0,2,1249,24,new car,0.2197,LOW
CASE_0849,59,4133.33,5,4433.0,0,2,1364,9,radio television,0.0894,LOW
CASE_0850,57,1969.44,8,2694.2,0,2,709,12,radio television,0.114,HIGH
CASE_0851,33,3725.0,2,16986.0,2,2,2235,20,new car,0.38,HIGH
CASE_0852,43,4593.18,5,26273.0,2,3,4042,24,used car,0.4767,LOW
CASE_0853,35,3268.89,2,11179.6,2,0,1471,15,radio television,0.285,LOW
CASE_0854,32,2670.37,5,10959.2,0,0,1442,18,new car,0.342,HIGH
CASE_0855,45,6041.67,8,58725.0,1,1,10875,36,new car,0.81,LOW
CASE_0856,33,2047.22,0.5,5601.2,0,3,1474,24,new car,0.228,LOW
CASE_0857,40,2980.0,5,3397.2,0,3,894,10,retraining,0.095,LOW
CASE_0858,28,7428.89,2,12703.4,2,0,3343,15,furniture equipment,0.1425,LOW
CASE_0859,29,7198.18,2,12866.75,0,2,3959,15,new car,0.149,HIGH
CASE_0860,26,6813.33,2,7690.55,0,3,3577,9,new car,0.0941,LOW
CASE_0861,27,8061.11,2,44110.4,2,4,5804,24,used car,0.456,LOW
CASE_0862,28,4016.67,2,8242.2,1,1,2169,18,business,0.171,HIGH
CASE_0863,35,3387.5,0.5,9268.2,0,2,2439,24,radio television,0.228,HIGH
CASE_0864,32,5587.65,0.5,34397.6,2,4,4526,27,furniture equipment,0.513,LOW
CASE_0865,25,4420.0,2,5967.0,0,2,2210,10,furniture equipment,0.1125,HIGH
CASE_0866,20,2961.33,2,5996.7,0,2,2221,15,furniture equipment,0.1688,LOW
CASE_0867,27,4424.07,0.5,9078.2,0,1,2389,18,radio television,0.171,LOW
CASE_0868,42,5551.67,8,8993.7,2,2,3331,12,furniture equipment,0.135,LOW
CASE_0869,37,5612.88,8,48158.5,0,3,7409,36,business,0.715,LOW
CASE_0870,24,1811.11,8,2477.6,0,2,652,12,furniture equipment,0.114,LOW
CASE_0871,40,4265.56,5,41461.2,1,2,7678,36,furniture equipment,0.81,LOW
CASE_0872,46,3837.14,8,5774.9,2,2,1343,6,new car,0.1254,LOW
CASE_0873,26,1919.44,5,10503.2,2,3,1382,24,business,0.456,LOW
CASE_0874,24,1942.22,0.5,3321.2,0,3,874,15,domestic appliances,0.1425,LOW
CASE_0875,29,5983.33,2,9693.0,0,2,3590,12,furniture equipment,0.135,LOW
CASE_0876,40,4006.06,2,10047.2,2,3,1322,11,new car,0.209,LOW
CASE_0877,36,2939.39,0.5,6305.0,0,0,1940,18,radio television,0.1788,LOW
CASE_0878,28,3328.7,8,13661.0,0,1,3595,36,radio television,0.342,LOW
CASE_0879,27,4309.09,0.5,4621.5,0,0,1422,9,new car,0.0894,HIGH
CASE_0880,36,4494.67,5,36406.8,2,3,6742,30,radio television,0.675,LOW
CASE_0881,38,8879.55,5,25395.5,0,1,7814,24,used car,0.2383,LOW
CASE_0882,48,7730.83,2,25047.9,0,1,9277,24,used car,0.27,LOW
CASE_0883,36,2423.33,8,16575.6,2,3,2181,30,new car,0.57,LOW
CASE_0884,65,2033.33,0,8344.8,2,1,1098,18,radio television,0.342,LOW
CASE_0885,43,4610.23,5,13185.25,0,1,4057,24,furniture equipment,0.2383,HIGH
CASE_0886,53,2208.33,0.5,3021.0,0,2,795,12,education,0.114,HIGH
CASE_0887,34,3923.61,5,21470.0,2,1,2825,24,business,0.456,LOW
CASE_0888,23,6530.0,2,42314.4,0,1,15672,48,business,0.54,HIGH
CASE_0889,34,6124.07,8,50266.4,2,1,6614,36,new car,0.684,LOW
CASE_0890,40,7620.78,0.5,50856.0,0,3,7824,28,used car,0.5561,LOW
CASE_0891,43,3014.81,8,37118.4,2,1,2442,27,business,1.026,LOW
CASE_0892,46,4064.44,8,13900.4,2,1,1829,15,radio television,0.285,LOW
CASE_0893,38,6030.56,2,16499.6,2,2,2171,12,new car,0.228,LOW
CASE_0894,34,4393.94,2,37700.0,2,1,5800,36,used car,0.715,LOW
CASE_0895,29,2164.81,2,8884.4,2,3,1169,18,radio television,0.342,LOW
CASE_0896,31,6778.03,5,29077.75,1,2,8947,36,used car,0.3575,LOW
CASE_0897,28,4136.51,0.5,9902.8,0,2,2606,21,radio television,0.1995,LOW
CASE_0898,35,3618.18,5,5174.0,2,4,1592,12,furniture equipment,0.1192,LOW
CASE_0899,33,2498.29,5,4699.9,0,3,2186,15,furniture equipment,0.1568,LOW
CASE_0900,42,4614.44,2,11213.1,0,1,4153,18,furniture equipment,0.2025,HIGH
CASE_0901,43,3281.25,8,7087.5,2,2,2625,16,new car,0.18,HIGH
CASE_0902,44,3485.0,0.5,18819.0,2,3,3485,20,new car,0.45,LOW
CASE_0903,42,5820.56,8,56575.8,2,1,10477,36,used car,0.81,LOW
CASE_0904,40,3080.0,2,5266.8,0,3,1386,15,radio television,0.1425,LOW
CASE_0905,36,1800.0,8,4856.4,0,2,1278,24,radio television,0.2248,LOW
CASE_0906,20,1845.0,2,2988.9,0,2,1107,12,radio television,0.135,LOW
CASE_0907,24,3583.81,5,10160.1,0,3,3763,21,new car,0.2362,LOW
CASE_0908,27,2061.67,2,10019.7,0,2,3711,36,education,0.405,LOW
CASE_0909,46,4107.43,0.5,15454.2,1,2,3594,15,used car,0.3135,LOW
CASE_0910,33,6085.71,2,6869.25,0,3,3195,9,new car,0.0941,LOW
CASE_0911,34,4124.07,2,33850.4,1,2,4454,36,radio television,0.684,LOW
CASE_0912,25,3946.67,0.5,12787.2,2,1,4736,24,furniture equipment,0.27,HIGH
CASE_0913,25,1994.0,8,8075.7,0,2,2991,30,radio television,0.3375,LOW
CASE_0914,28,3338.18,8,4605.3,0,4,2142,11,business,0.115,LOW
CASE_0915,31,4390.28,2,12011.8,0,2,3161,24,business,0.228,HIGH
CASE_0916,32,6580.0,2,39611.6,0,2,18424,48,others,0.5017,HIGH
CASE_0917,32,4882.29,2,6123.2,0,3,2848,10,used car,0.1045,LOW
CASE_0918,68,42560.0,8,32026.4,0,0,14896,6,new car,0.0627,HIGH
CASE_0919,33,1800.0,0,5071.85,0,3,2359,24,furniture equipment,0.2348,HIGH
CASE_0920,39,4645.83,8,12711.0,0,2,3345,24,furniture equipment,0.228,HIGH
CASE_0921,28,3364.81,2,13809.2,2,0,1817,18,furniture equipment,0.342,LOW
CASE_0922,37,8853.47,5,48446.2,1,2,12749,48,radio television,0.456,LOW
CASE_0923,22,4139.39,0.5,4439.5,0,2,1366,9,radio television,0.0894,HIGH
CASE_0924,30,4550.0,5,6506.5,0,2,2002,12,new car,0.1192,LOW
CASE_0925,55,5726.67,0.5,18554.4,0,2,6872,24,furniture equipment,0.27,HIGH
CASE_0926,46,1936.11,0.5,5297.2,0,1,697,12,new car,0.228,HIGH
CASE_0927,21,1942.59,0.5,3986.2,2,2,1049,18,furniture equipment,0.171,LOW
CASE_0928,39,7150.69,5,117385.8,0,0,10297,48,used car,1.368,HIGH
CASE_0929,58,2074.44,8,7094.6,0,2,1867,30,radio television,0.285,LOW
CASE_0930,43,3733.33,2,10214.4,1,2,1344,12,new car,0.228,LOW
CASE_0931,24,2426.39,0.5,6638.6,0,2,1747,24,furniture equipment,0.228,LOW
CASE_0932,22,6185.19,0.5,6346.0,0,1,1670,9,radio television,0.0855,HIGH
CASE_0933,30,3709.09,2,7956.0,2,2,1224,9,new car,0.1788,LOW
CASE_0934,42,1800.0,8,3967.2,2,3,522,12,radio television,0.1837,LOW
CASE_0935,23,4161.11,2,5692.4,0,1,1498,12,radio television,0.114,LOW
CASE_0936,30,2132.22,0.5,14584.4,1,1,1919,30,radio television,0.57,HIGH
CASE_0937,28,2257.58,2,2421.25,0,2,745,9,radio television,0.0894,HIGH
CASE_0938,30,11461.11,0.5,7839.4,0,1,2063,6,radio television,0.057,LOW
CASE_0939,42,3493.33,2,23894.4,0,0,6288,60,education,0.57,HIGH
CASE_0940,46,5701.67,2,36946.8,2,3,6842,24,used car,0.54,LOW
CASE_0941,45,5878.33,0.5,9522.9,0,3,3527,12,new car,0.135,LOW
CASE_0942,31,4216.36,2,5024.5,0,2,1546,10,new car,0.0993,LOW
CASE_0943,31,1800.0,5,3530.2,0,2,929,24,furniture equipment,0.1634,LOW
CASE_0944,42,7275.0,5,11785.5,2,2,1455,4,new car,0.135,LOW
CASE_0945,46,4100.0,0.5,7011.0,0,2,1845,15,furniture equipment,0.1425,LOW
CASE_0946,30,2985.0,0.5,35939.4,0,2,8358,48,new car,1.0033,LOW
CASE_0947,30,4651.39,0.5,12726.2,0,1,3349,24,furniture equipment,0.228,HIGH
CASE_0948,38,7941.67,0,10864.2,0,1,2859,12,new car,0.114,LOW
CASE_0949,43,2838.89,0.5,5825.4,0,2,1533,18,furniture equipment,0.171,HIGH
CASE_0950,31,3017.5,8,19553.4,0,2,3621,24,radio television,0.54,HIGH
CASE_0951,40,5439.39,0,35002.5,2,1,3590,18,business,0.5363,LOW
CASE_0952,24,1800.0,5,11583.0,1,1,2145,36,business,0.5363,HIGH
CASE_0953,28,4673.86,0.5,13367.25,0,2,4113,24,used car,0.2383,HIGH
CASE_0954,26,10161.11,0,83402.4,0,1,10974,36,furniture equipment,0.684,HIGH
CASE_0955,29,5258.33,2,7193.4,0,2,1893,12,new car,0.114,LOW
CASE_0956,57,1800.0,8,9355.6,2,4,1231,24,radio television,0.4331,LOW
CASE_0957,49,4062.22,8,27785.6,2,3,3656,30,radio television,0.57,LOW
CASE_0958,37,2564.44,8,9347.4,2,2,1154,9,radio television,0.3038,LOW
CASE_0959,45,3901.95,2,13019.5,0,1,4006,28,new car,0.2781,HIGH
CASE_0960,30,4262.5,8,11662.2,0,1,3069,24,furniture equipment,0.228,LOW
CASE_0961,30,5800.0,8,9396.0,2,2,1740,6,radio television,0.135,LOW
CASE_0962,47,1920.82,2,10117.9,1,2,2353,21,new car,0.439,LOW
CASE_0963,29,6465.45,2,11557.0,0,1,3556,15,new car,0.149,LOW
CASE_0964,35,2723.86,8,15580.5,0,2,2397,24,radio television,0.4767,HIGH
CASE_0965,22,2063.64,0.5,1475.5,0,2,454,6,repairs,0.0596,LOW
CASE_0966,26,1905.56,2,6517.0,0,2,1715,30,radio television,0.285,LOW
CASE_0967,23,3111.11,2,19152.0,2,3,2520,27,radio television,0.513,HIGH
CASE_0968,54,7928.89,8,13558.4,0,1,3568,15,radio television,0.1425,LOW
CASE_0969,29,3412.38,5,19348.2,0,3,7166,42,radio television,0.4725,LOW
CASE_0970,40,6138.7,2,16937.7,2,2,3939,11,new car,0.2299,LOW
CASE_0971,22,3364.44,2,5753.2,0,3,1514,15,repairs,0.1425,LOW
